ACC_TRDVAL,ACC_TRDVOL,CMPPREVDD_PRC,FLUC_RT,FLUC_TP_CD,LIST_SHRS,MKTCAP,TDD_CLSPRC,TDD_HGPRC,TDD_LWPRC,TDD_OPNPRC,TRD_DD
"468,054,196","285,622",-13,-0.80,2,"171,588,411","275,056,222,833","1,603","1,678","1,600","1,616",2024/12/30
"632,601,941","391,373",-39,-2.36,2,"171,588,411","277,286,872,176","1,616","1,655","1,599","1,650",2024/12/27
"576,166,160","345,879",-55,-3.22,2,"171,588,411","283,978,820,205","1,655","1,728","1,646","1,710",2024/12/26
"338,540,546","196,510",20,1.18,1,"171,588,411","293,416,182,810","1,710","1,737","1,694","1,694",2024/12/24
"590,811,007","347,784",-53,-3.04,2,"171,588,411","289,984,414,590","1,690","1,763","1,684","1,712",2024/12/23
"521,411,175","301,042",-24,-1.36,2,"171,588,411","299,078,600,373","1,743","1,767","1,710","1,750",2024/12/20
"341,775,938","194,165",-15,-0.84,2,"171,588,411","303,196,722,237","1,767","1,778","1,733","1,760",2024/12/19
"388,369,000","217,244",-21,-1.16,2,"171,588,411","305,770,548,402","1,782","1,805","1,773","1,798",2024/12/18
"418,513,872","232,539",-20,-1.10,2,"171,588,411","309,373,905,033","1,803","1,837","1,788","1,823",2024/12/17
"237,793,280","130,385",2,0.11,1,"171,588,411","312,805,673,253","1,823","1,842","1,814","1,816",2024/12/16
"515,429,413","284,396",42,2.36,1,"171,588,411","312,462,496,431","1,821","1,834","1,765","1,779",2024/12/13
"618,570,299","348,250",-23,-1.28,2,"171,588,411","305,255,783,169","1,779","1,840","1,745","1,795",2024/12/12
"878,003,871","489,703",119,7.07,1,"171,588,411","309,202,316,622","1,802","1,837","1,685","1,710",2024/12/11
"2,883,871,442","1,538,877",101,6.38,1,"171,588,411","288,783,295,713","1,683","1,684","1,520","1,599",2024/12/10
"1,792,584,060","1,099,114",-208,-11.62,2,"171,588,411","271,452,866,202","1,582","1,779","1,540","1,702",2024/12/09
"1,559,661,546","917,857",111,6.61,1,"171,588,411","307,143,255,690","1,790","1,813","1,614","1,653",2024/12/06
"592,381,352","351,596",-46,-2.67,2,"171,588,411","288,096,942,069","1,679","1,744","1,650","1,730",2024/12/05
"1,510,942,738","883,154",-50,-2.82,2,"171,588,411","295,990,008,975","1,725","1,814","1,620","1,747",2024/12/04
"1,006,653,487","561,413",-38,-2.10,2,"171,588,411","304,569,429,525","1,775","1,840","1,774","1,813",2024/12/03
"873,308,032","478,178",-79,-4.18,2,"171,588,411","311,089,789,143","1,813","1,900","1,800","1,884",2024/12/02
"525,204,417","277,552",-48,-2.47,2,"171,588,411","324,645,273,612","1,892","1,940","1,875","1,940",2024/11/29
"418,301,484","214,388",-12,-0.61,2,"171,588,411","332,881,517,340","1,940","1,993","1,938","1,942",2024/11/28
"597,440,097","301,967",-48,-2.40,2,"171,588,411","334,940,578,272","1,952","2,015","1,951","2,000",2024/11/27
"468,927,188","234,746",1,0.05,1,"171,588,411","343,176,822,000","2,000","2,015","1,988","1,999",2024/11/26
"727,229,930","362,374",-11,-0.55,2,"171,588,411","343,005,233,589","1,999","2,045","1,993","2,010",2024/11/25
"815,407,147","409,312",62,3.18,1,"171,588,411","344,892,706,110","2,010","2,020","1,947","1,948",2024/11/22
"615,067,610","316,453",29,1.51,1,"171,588,411","334,254,224,628","1,948","1,970","1,906","1,915",2024/11/21
"261,755,960","136,163",6,0.31,1,"171,588,411","329,278,160,709","1,919","1,944","1,906","1,913",2024/11/20
"481,737,699","250,895",-19,-0.98,2,"171,588,411","328,248,630,243","1,913","1,960","1,885","1,921",2024/11/19
"815,358,722","421,244",-30,-1.53,2,"171,588,411","331,508,810,052","1,932","1,989","1,918","1,989",2024/11/18
"1,834,640,131","998,879",118,6.40,1,"171,588,411","336,656,462,382","1,962","1,974","1,670","1,845",2024/11/15
"1,049,842,150","567,307",-1,-0.05,2,"171,588,411","316,409,029,884","1,844","1,879","1,815","1,830",2024/11/14
"1,895,057,562","1,006,715",-105,-5.38,2,"171,588,411","316,580,618,295","1,845","1,970","1,835","1,950",2024/11/13
"1,320,105,011","670,109",-48,-2.40,2,"171,588,411","334,597,401,450","1,950","2,010","1,935","1,998",2024/11/12
"2,017,698,217","1,002,827",-92,-4.40,2,"171,588,411","342,833,645,178","1,998","2,110","1,989","2,095",2024/11/11
"763,144,505","364,265",0,0.00,3,"171,588,411","358,619,778,990","2,090","2,130","2,080","2,085",2024/11/08
"636,719,310","303,853",-5,-0.24,2,"171,588,411","358,619,778,990","2,090","2,125","2,065","2,125",2024/11/07
"2,057,090,620","954,320",-80,-3.68,2,"171,588,411","359,477,721,045","2,095","2,245","2,090","2,190",2024/11/06
"572,593,715","264,347",0,0.00,3,"171,588,411","373,204,793,925","2,175","2,180","2,150","2,170",2024/11/05
"788,384,830","364,283",-5,-0.23,2,"171,588,411","373,204,793,925","2,175","2,190","2,135","2,190",2024/11/04
"663,624,185","307,854",-10,-0.46,2,"171,588,411","374,062,735,980","2,180","2,180","2,140","2,155",2024/11/01
"594,534,305","272,956",-10,-0.45,2,"171,588,411","375,778,620,090","2,190","2,215","2,155","2,205",2024/10/31
"587,749,535","267,086",0,0.00,3,"171,588,411","377,494,504,200","2,200","2,230","2,175","2,200",2024/10/30
"1,567,158,000","724,552",-10,-0.45,2,"171,588,411","377,494,504,200","2,200","2,210","2,140","2,210",2024/10/29
"716,168,410","324,259",10,0.45,1,"171,588,411","379,210,388,310","2,210","2,235","2,195","2,200",2024/10/28
"615,288,665","277,216",-35,-1.57,2,"171,588,411","377,494,504,200","2,200","2,245","2,200","2,245",2024/10/25
